Grupa maladiilor pentru compensare,Cod DCI,Denumirea Comuna Internationala (DCI),Doza în SI MC,Cod DC,Denumirea comercială (DC),Doza,Forma farmaceutică,Divizarea,Ţara,Firma producătoare,Număr de înregistrare,Data înregistrării,Cod ATC,Cod medicament (Catalogul național de prețuri),is_child_rate,coverage_type,Cod DCI_sec,Cod DC_sec
Pentru tratamentul maladiilor cardiovasculare,054,CARVEDILOLUM,6.25,0541003,Carvedilol-BP,"6,25 mg",comp.,N10x3,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",27207,2021-10-07 00:00:00,C07AG02,9211101366,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,054,CARVEDILOLUM,6.25,0541006,Karvidil®,"6,25 mg",comp.,N14x2,Letonia,Grindeks SA,26578,2020-11-19 00:00:00,C07AG02,0300170065,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,054,CARVEDILOLUM,12.5,0542005,Karvidil®,12.5 mg,comp.,N14x2,Letonia,Grindeks SA,26579,2020-11-19 00:00:00,C07AG02,0300170043,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,054,CARVEDILOLUM,12.5,0542006,Carvedilol-BP,12.5 mg,comp.,N10x3,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",27208,2021-10-07 00:00:00,C07AG02,9211101365,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,054,CARVEDILOLUM,25,0543003,Carvedilol-BP,25 mg,comp.,N10x3,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",27209,2021-10-07 00:00:00,C07AG02,9211101363,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,054,CARVEDILOLUM,25,0543004,Coryol®,25 mg,comprimate,N14x2,Slovenia,"KRKA d.d., Novo mesto",27347,2021-11-29 00:00:00,C07AG02,0300170102,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,054,CARVEDILOLUM,25,0543006,Karvidil®,25 mg,comprimate,N14x2,Letonia,Grindeks SA,26580,2020-11-19 00:00:00,C07AG02,0300170054,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,049,CLOPIDOGRELUM,75,0491004,Lodigrel®,75 mg,comp. film.,N7x4,Ungaria,Egis Pharmaceuticals PLC,26195,2020-05-13 00:00:00,B01AC04,304950124,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,049,CLOPIDOGRELUM,75,0491007,Trombex® 75 mg,75 mg,comp. film.,N30,Cehia,"Zentiva k.s. (prod.: Sanofi Winthrop Industrie, Franţa; Zentiva k.s., Cehia) ",28208,08.09.2022,B01AC04,304950249,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,049,CLOPIDOGRELUM,75,0491007,Trombex® 75 mg,75 mg,comp. film.,N15x2,Cehia,"Zentiva k.s. (prod.: Sanofi Winthrop Industrie, Franţa; Zentiva k.s., Cehia) ",28208,08.09.2022,B01AC04,9240503251,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,049,CLOPIDOGRELUM,75,0491011,Plavix® 75 mg,75 mg,comp. film.,N28,Franţa,"Sanofi Clir SNC (prod.: Sanofi Winthrop Industrie, Franţa) ",28216,08.09.2022,B01AC04,304950353,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,049,CLOPIDOGRELUM,1-75,0491014,Klopidogrel,75 mg,caps.,N10x2,Republica Moldova,"Eurofarmaco SA, ÎCS",28777,29.12.2022,B01AC04,0304950021,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,076,DAPAGLIFLOZINUM,10,0761001,Forxiga,10 mg,comp. film.,N30x1,Suedia,"AstraZeneca AB, Suedia(PROD: AstraZeneca AB, Suedia; ,AstraZeneca UK Ltd, Marea Britanie; )",27766,06.05.2022,A10BK01,9220501790,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,076,DAPAGLIFLOZINUM,10,0761002,Dapalif®,10 mg,comp. film.,N14x2,Turcia,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia",30828,29.09.2025,A10BK01,9251003921,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,076,DAPAGLIFLOZINUM,10,0761003,Dapafors,10 mg,comp. film.,N15x2,Slovenia,"KRKA d.d., Novo mesto, Slovenia",30796,31.07.2025,A10BK01,9250803863,False,Partial,,
Pentru tratamentul diabetului zaharat,700,DAPAGLIFLOZINUM,10,7001002,Daplig,10 mg,comp. film.,N14x2,Turcia,"SABA Ilac San. ve Tic. A.Ş., Turcia(PROD: Deva Holding A.Ş., Turcia; )",30548,26.12.2024,A10BK01,9241203603,False,Partial,,
Pentru tratamentul diabetului zaharat,700,DAPAGLIFLOZINUM,10,7001003,Dapalif®,10 mg,comp. film.,N14x2,Turcia,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia",30828,29.09.2025,A10BK01,9251003921,False,Partial,,
Pentru tratamentul diabetului zaharat,700,DAPAGLIFLOZINUM,10,7001004,Dapafors,10 mg,comp. film.,N15x2,Slovenia,"KRKA d.d., Novo mesto, Slovenia",30796,31.07.2025,A10BK01,9250803863,False,Partial,,
Pentru tratamentul diabetului zaharat,700,DAPAGLIFLOZINUM,10,7001001,Forxiga,10 mg,comp. film.,N30x1,Suedia,"AstraZeneca AB, Suedia(PROD: AstraZeneca AB, Suedia; ,AstraZeneca UK Ltd, Marea Britanie; )",27766,06.05.2022,A10BK01,9220501790,False,Partial,,
Pentru tratamentul astmului bronşic,063,DEFLAZACORTUM,6,0631001,Defal®,6 mg,comp.,N10x2,Spania,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",27950,27.06.2022,H02AB13,0409420032,False,Partial,,
Pentru tratamentul astmului bronşic,063,DEFLAZACORTUM,30,0632001,Defal®,30 mg,comp.,N10,Spania,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",27951,27.06.2022,H02AB13,0409420010,False,Partial,,
Pentru tratamentul astmului bronşic,063,DEFLAZACORTUM,22.75,0633001,Defal®,"22,75 mg/ml",pic.orale/ susp.,13 ml N1,Spania,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",27952,27.06.2022,H02AB13,0409420021,False,Partial,,
Pentru maladii osteoarticulare,073,DICLOFENACUM,1-25,0731001,Ortofen-Zdorovie,25 mg,comp. gastrorez.,N30,Ucraina,"Zdorovie SRL, Companie farmaceutică ",25650,04.07.2019,M01AB05,0400320092,False,Partial,,
Pentru maladii osteoarticulare,073,DICLOFENACUM,1-25,0731003,Ortofen,25 mg,comp. gastrorez.,N10x3,Ucraina,Vitaminî SAP,26311,22.07.2020,M01AB05,0400201234,False,Partial,,
Pentru maladii osteoarticulare,073,DICLOFENACUM,1-25,0731004,Ortofen,25 mg,comp. gastrorez.,N10X3,Ucraina,Technolog SAP,28645,01.11.2022,M01AB05,0400320726,False,Partial,,
Pentru maladii osteoarticulare,073,DICLOFENACUM,1-50,0731005,Diclofenac,50 mg,comp. gastrorez.,N10x2,Serbia,"Hemofarm AD, Serbia(PROD: Hemofarm AD, Serbia; )",29473,25.01.2024,M01AB05,0400320508,False,Partial,,
Pentru maladii osteoarticulare,073,DICLOFENACUM,1-75,0733001,Naklofen duo,75 mg,capsule,N10x2,Slovenia,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; )",28170,08.09.2022,M01AB05,400200422,False,Partial,,
Pentru maladii osteoarticulare,073,DICLOFENACUM,1-100,0734003,Dicloberl® retard,100 mg,caps. elib. prel.,N10x2,Germania,"Berlin-Chemie AG (Menarini Group) (prod.: Berlin-Chemie AG, Germania) ",27568,28.02.2022,M01AB05,0400320416,False,Partial,,
Pentru maladii osteoarticulare,073,DICLOFENACUM,1-100,0734004,Diclofenac,100 mg,comp. film. elib. prel.,N10x2,Serbia,Hemofarm AD,28827,31.01.2023,M01AB05,0400320483,False,Partial,,
Pentru maladii osteoarticulare,073,DICLOFENACUM,4-50,0732008,Diclofenac,50 mg,sup.,N5x2,Republica Moldova,Farmaprim SRL,25926,2019-11-05 00:00:00,M01AB05,9230602765,False,Partial,,
Pentru maladii osteoarticulare,073,DICLOFENACUM,4-50,0732009,Diclosafe,50 mg,sup.,N5x2,India,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",30589,03.02.2025,M01AB05,0400320782,False,Partial,,
Pentru maladii osteoarticulare,073,DICLOFENACUM,2-100,0734001,Clafen® 100 mg,100 mg,sup.,N3x2,România,"Antibiotice SA, SC",24815,31.07.2018,M01AB05,0400200765,False,Partial,,
Pentru maladii osteoarticulare,073,DICLOFENACUM,2-100,0734002,Dicloberl® 100,100 mg,sup.,N10,Germania,Berlin-Chemie AG (Menarini Group),25036,29.10.2018,M01AB05,0400320586,False,Partial,,
Pentru maladii osteoarticulare,073,DICLOFENACUM,2-100,0734007,Diclosafe,100 mg,sup.,N5x2,India,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",30589,03.02.2025,M01AB05,0400320759,False,Partial,,
Pentru maladii osteoarticulare,073,DICLOFENACUM,2-100,0734006,Diclofenac,100 mg,sup.,N5x2,Republica Moldova,Farmaprim SRL,25927,05.11.2019,M01AB05,0400200156,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,004,DIGOXINUM,0.25,0042007,Digoxin ,"0,25 mg",comp.,N20x2,Ucraina,"UCF Borsceagov SAP, CŞP",26097,2020-04-09 00:00:00,C01AA05,400230012,False,Partial,,
Pentru tratamentul demenței(bolii Alzheimer),029,DONEPEZILI HYDROCHLORIDUM,5,0291003,Alzepil®,5 mg,comp. film.,N14x2,Ungaria,Egis Pharmaceuticals PLC,25326,2019-02-07 00:00:00,N06DA02,0409070024,False,Partial,,
Pentru tratamentul demenței(bolii Alzheimer),029,DONEPEZILI HYDROCHLORIDUM,5,0291004,Alzancer® EasyTab,5 mg,comprimate orodispersabile,N7x4,Turcia,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",25847,2019-10-09 00:00:00,N06DA02,9191000205,False,Partial,,
Pentru tratamentul demenței(bolii Alzheimer),029,DONEPEZILI HYDROCHLORIDUM,10,0292002,Alzepil®,10 mg,comp. film.,N14x2,Ungaria,Egis Pharmaceuticals PLC,25325,2019-02-07 00:00:00,N06DA02,0409070046,False,Partial,,
Pentru tratamentul demenței(bolii Alzheimer),029,DONEPEZILI HYDROCHLORIDUM,10,0292003,Alzancer® EasyTab,10 mg,comprimate orodispersabile,N7x4,Turcia,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",25848,2019-10-09 00:00:00,N06DA02,9191000204,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,5,0022001,Enap® 5 mg,5 mg,comp.,N10x2,Slovenia,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; )",26776,2021-03-12 00:00:00,C09AA02,500080438,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,5,0022012,Berlipril® 5,5 mg,comp.,N10x3,Germania,"Berlin-Chemie AG (Menarini Group) (prod.: Berlin-Chemie AG (Menarini Group), Germania; Menarini-Von Heyden GmbH, Germania) ",26125,2020-04-30 00:00:00,C09AA02,500080047,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,5,0022020,Enalapril,5 mg,comp.,N10x3,Republica Belarus,Lekfarm SRL,25162,2018-12-05 00:00:00,C09AA02,507490120,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,5,0022025,Enatens,5 mg,comp.,N10x3,Republica Moldova,"Eurofarmaco SA, ÎCS",26176,2020-04-30 00:00:00,C09AA02,9200500446,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,5,0022020,Enalapril,5 mg,comp.,N10x6,Republica Belarus,Lekfarm SRL,25162,2018-12-05 00:00:00,C09AA02,0507490359,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,5,0022026,Enalapril,5 mg,comp.,N10x2,Rusia,"Nijfarm SA (prod.: Hemofarm LLC, Rusia) ",25307,2019-02-07 00:00:00,C09AA02,0507490544,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,10,0023002,Enalapril LPH® 10 mg,10 mg,comp.,N10x3,România,Labormed Pharma S.A.,28598,01.11.2022,C09AA02,507490485,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,10,0023005,Berlipril® 10,10 mg,comp.,N10x3,Germania,"Berlin-Chemie AG (Menarini Group) (prod.: Berlin-Chemie AG (Menarini Group), Germania; Menarini-Von Heyden GmbH, Germania) ",27664,25.03.2022,C09AA02,500080025,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,10,0023011,Enap® 10 mg,10 mg,comp.,N10x2,Slovenia,"KRKA d.d., Novo mesto",25606,2019-06-21 00:00:00,C09AA02,500080380,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,10,0023017,Enatens,10 mg,comp.,N10x3,Republica Moldova,"Eurofarmaco SA, ÎCS",26177,2020-04-30 00:00:00,C09AA02,507490245,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,10,0023027,Enalapril,10 mg,comp.,N10x3,Republica Belarus,Lekpharm SRL,25164,2018-12-05 00:00:00,C09AA02,507490153,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,10,0023027,Enalapril,10 mg,comp.,N10x6,Republica Belarus,Lekpharm SRL,25164,2018-12-05 00:00:00,C09AA02,0507490360,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,10,0023032,Enalapril,10 mg,comp.,N10x2,Rusia,"Nijfarm SA (prod.: Hemofarm LLC, Rusia) ",25305,2019-02-07 00:00:00,C09AA02,0507490555,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,20,0024001,Enalapril LPH® 20 mg,20 mg,comp.,N10x3,România,Labormed Pharma S.A.,28599,01.11.2022,C09AA02,507490522,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,20,0024002,Berlipril® 20,20 mg,comp.,N10x3,Germania,"Berlin-Chemie AG (Menarini Group) (prod.: Berlin-Chemie AG (Menarini Group), Germania; Menarini-Von Heyden GmbH, Germania) ",27665,25.03.2022,C09AA02,500080036.00000006,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,20,0024006,Enap® 20 mg,20 mg,comp.,N10x2,Slovenia,"KRKA d.d., Novo mesto",25607,2019-06-21 00:00:00,C09AA02,500080416.00000006,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,20,0024016,Enalapril,20 mg,comp.,N10x3,Republica Belarus,Lekfarm SRL,25163,2018-12-05 00:00:00,C09AA02,507490256,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,20,0024020,Enatens,20 mg,comp.,N10x3,Republica Moldova,"Eurofarmaco SA, ÎCS",26178,2020-04-30 00:00:00,C09AA02,0507490463,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,20,0024016,Enalapril,20 mg,comp.,N10x6,Republica Belarus,Lekfarm SRL,25163,2018-12-05 00:00:00,C09AA02,0507490371,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,002,ENALAPRILUM,20,0024021,Enalapril,20 mg,comp.,N10x2,Rusia,"Nijfarm SA (prod.: Hemofarm LLC, Rusia) ",25306,2019-02-07 00:00:00,C09AA02,0507490566,False,Partial,,
Pentru tratamentul depresiei,028,ESCITALOPRAMUM,10,0281001,Deprestop® 10 mg,10 mg,comp. film.,N14x2,Turcia,"Nobel Ilac Sanayii ve Ticaret AŞ, Turcia",27737,06.05.2022,N06AB10,0508770076,False,Partial,,
Pentru tratamentul depresiei,028,ESCITALOPRAMUM,10,0281003,Lenuxin®,10 mg,comp. film.,N14x2,Ungaria,"Gedeon Richter PLC (prod.: Gedeon Richter Poland Co., Ltd, Polonia) ",26242,2020-05-13 00:00:00,N06AB10,0508770021,False,Partial,,
Pentru tratamentul depresiei,028,ESCITALOPRAMUM,10,0281004,Losiram,10 mg,comp. film.,N14x2,Turcia,"Bilim Ilac Sanayi Ve Ticaret A.Ș. (prod.: Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia) ",26726,2021-02-05 00:00:00,N06AB10,508770010,False,Partial,,
Pentru tratamentul depresiei,028,ESCITALOPRAMUM,10,0281006,Elicea®,10 mg,comp. film.,N10x3,Slovenia,"KRKA d.d., Novo mesto",28961,31.03.2023,N06AB10,0508770272,False,Partial,,
Pentru tratamentul depresiei,028,ESCITALOPRAMUM,10,0281008,Medolapram,10 mg,comp. film.,N14x2,Georgia,"World Medicine LTD, Georgia(PROD: World Medicine Ilac San. ve Ticaret A.Ş., Turcia; )",26513,2020-09-10 00:00:00,N06AB10,9200900717,False,Partial,,
Pentru tratamentul depresiei,028,ESCITALOPRAMUM,10,0281009,Estan,10 mg,comp. film.,N28,Cipru,"Medochemie Ltd, Cipru(PROD: Farmaceutisch Analytisch Laboratorium Duiven BV, Olanda; ,Medochemie Ltd- Factory AZ, Cipru; )",27629,25.03.2022,N06AB10,9220301622,False,Partial,,
Pentru tratamentul depresiei,028,ESCITALOPRAMUM,20,0282001,Deprestop® 20 mg,20 mg,comp. film.,N14x2,Turcia,"Nobel Ilac Sanayii ve Ticaret AŞ, Turcia",27738,06.05.2022,N06AB10,0508770098,False,Partial,,
Pentru tratamentul depresiei,028,ESCITALOPRAMUM,20,0282003,Losiram,20 mg,comp. film.,N14x2,Turcia,Bilim Pharmaceuticals AS,26246,2020-05-13 00:00:00,N06AB10,0508770043,False,Partial,,
Pentru tratamentul depresiei,028,ESCITALOPRAMUM,20,0282004,Elicea®,20 mg,comp. film.,N10x3,Slovenia,"KRKA d.d., Novo mesto",28962,31.03.2023,N06AB10,0508770261,False,Partial,,
Pentru tratamentul astmului bronşic,048,FLUTICASONUM,1-125,0481003,Flixotide™ Evohaler™,125 mcg/doză,susp. de inhalat presuriz.,60 doze N1,Marea Britanie,"Glaxo Wellcome UK Ltd (prod.: Glaxo Wellcome SA, Spania) ",25146,2018-12-05 00:00:00,R03BA05,0600250113,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,003,INDAPAMIDUM,2.5,0031008,Indapen®,"2,5 mg",comp. film.,N10x3,Polonia,"Pharmaceutical Works Polpharma S.A., Polonia(PROD: Pharmaceutical Works Polpharma S.A., Polonia; )",29034,03.05.2023,C03BA11,900130173,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,003,INDAPAMIDUM,2.5,0031014,Indap®,"2,5 mg",comp.,N10x3,Cehia,PRO.MED.CS Praha a.s.,27458,2021-12-27 00:00:00,C03BA11,907750194,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,003,INDAPAMIDUM,2.5,0031016,Indap®,"2,5 mg",caps.,N10x3,Cehia,PRO.MED.CS Praha a.s.,26165,2020-04-30 00:00:00,C03BA11,0900130047,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,003,INDAPAMIDUM,2.5,0031017,Indapamid-BP,"2,5 mg",comp. film.,N10x3,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",25598,2019-06-21 00:00:00,C03BA11,9201200868,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,003,INDAPAMIDUM,1.5,0032001,"Indapamid LPH® 1,5 mg","1,5 mg",comp. elib. prel.,N10x3,România,"LaborMed Pharma SA, SC",25908,2019-11-05 00:00:00,C03BA11,900130058,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,003,INDAPAMIDUM,1.5,0032002,"Rawel® SR 1,5 mg","1,5 mg",comp. elib. prel.,N10x3,Slovenia,"KRKA d.d., Novo mesto",27356,2021-11-29 00:00:00,C03BA11,900130117,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,003,INDAPAMIDUM,1.5,0032005,"Tertensif® SR 1,5 mg","1,5 mg",comp. elib. prel.,N15x2,Franţa,"Les Laboratoires Servier (prod.: Anpharm Przedsiebiorstwo Farmaceutyczne S.A., Polonia; Les Laboratoires Servier Industrie, Franţa; Servier (Ireland) Industries Ltd, Irlanda) ",25763,2019-09-03 00:00:00,C03BA11,900130036,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,003,INDAPAMIDUM,1.5,0032006,Indapen SR,"1,5 mg",comp. film. elib. prel.,N15x2,Polonia,Pharmaceutical Works Polpharma S.A.,25736,2019-09-03 00:00:00,C03BA11,907750264,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,003,INDAPAMIDUM,1.5,0032008,Indalong,"1,5 mg",comp. film. elib. prel.,N10x3,Republica Belarus,Lekfarm SRL,25546,2019-04-26 00:00:00,C03BA11,907750297,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,003,INDAPAMIDUM,1.5,0032009,"Impamid® SR 1,5 mg","1,5 mg",comp. elib. prel.,N15x2,România,Gedeon Richter România SA,25220,2018-12-26 00:00:00,C03BA11,907750300.9999999,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,003,INDAPAMIDUM,1.5,0032016,Indapamid-BP,"1,5 mg",comprimate filmate cu eliberare prelungită,N10x3,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",30557,26.12.2024,C03BA11,9241203607,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,003,INDAPAMIDUM,1.5,0032016,Indapamid-BP,"1,5 mg",comprimate filmate cu eliberare prelungită,N10x3,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",25869,2019-10-09 00:00:00,C03BA11,9200700553,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,003,INDAPAMIDUM,1.5,0032017,"Flupamid SR 1,5 mg","1,5 mg",comp. elib. prel.,N10x3,Turcia,"Sanovel İlaç San. Ve Tic. A.Ş., Turcia(PROD: Sanovel İlaç San. Ve Tic. A.Ş., Turcia; )",28606,2022-11-01 00:00:00,C03BA11,9221102362,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,038,ISOSORBIDI MONONITRAS,40,0381001,Monosan,40 mg,comp.,N10x3,Cehia,PRO.MED.CS Praha a.s.,27940,27.06.2022,C01DA14,900270066,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,038,ISOSORBIDI MONONITRAS,20,0382001,Monosan,20 mg,comp.,N10x3,Cehia,PRO.MED.CS Praha a.s.,27939,27.06.2022,C01DA14,900270055,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,053,LERCANIDIPINUM,10,0531001,Lerkamen®,10 mg,comp. film.,N15x6,Germania,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Berlin-Chemie AG (Menarini Group), Germania; )",24788,31.07.2018,C08CA13,1200140033,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,053,LERCANIDIPINUM,10,0531002,Lercanidipino STADA,10 mg,comp. film.,N14x2,Spania,"Laboratorio STADA, S.L., Spania(PROD: Stada Arzneimittel AG, Germania; )",27687,25.03.2022,C08CA13,9220301645,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,053,LERCANIDIPINUM,10,0531003,Lercanid-BP,10 mg,comp. film.,N10x3,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",27680,2022-03-25 00:00:00,C08CA13,9220301642,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,053,LERCANIDIPINUM,10,0531004,Lercania,10 mg,comp. film.,N10x3,Ucraina,"Farmak SA, Ucraina(PROD: Farmak SA, Ucraina; )",30739,01.07.2025,C08CA13,9250703816,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,053,LERCANIDIPINUM,10,0531005,Vanlerc,10 mg,comp. film.,N10x3,Ucraina,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",30481,28.10.2024,C08CA13,9241003464,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,053,LERCANIDIPINUM,20,0532001,Lerkamen®,20 mg,comp. film.,N10x6,Germania,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Berlin-Chemie AG (Menarini Group), Germania; )",24789,31.07.2018,C08CA13,1200140055,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,053,LERCANIDIPINUM,20,0532002,Lercanidipino STADA,20 mg,comp. film.,N14x2,Spania,"Laboratorio STADA, S.L., Spania(PROD: Stada Arzneimittel AG, Germania; )",27688,25.03.2022,C08CA13,9220301659,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,053,LERCANIDIPINUM,20,0532003,Lercanid-BP,20 mg,comp. film.,N10x3,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",27681,25.03.2022,C08CA13,9220301640,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,053,LERCANIDIPINUM,20,0532004,Lercania,20 mg,comp. film.,N10x3,Ucraina,"Farmak SA, Ucraina(PROD: Farmak SA, Ucraina; )",30738,01.07.2025,C08CA13,9250703815,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,053,LERCANIDIPINUM,20,0532005,Vanlerc,20 mg,comp. film.,N10x3,Ucraina,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",30480,28.10.2024,C08CA13,9241003463,False,Partial,,
Pentru tratamentul bolilor endocrine,043,LEVOTHYROXINUM,50,0431001,Euthyrox®,50 mcg,comp.,N25x4,Germania,Merck KGaA,27197,2021-10-07 00:00:00,H03AA01,1200230105,False,Partial,,
Pentru tratamentul bolilor endocrine,043,LEVOTHYROXINUM,50,0431002,L-Thyroxin 50 Berlin-Chemie,50 mcg,comp.,N25x4,Germania,Berlin-Chemie AG (Menarini Group),27228,2021-10-07 00:00:00,H03AA01,1200230286,False,Partial,,
